projectID,Project Status,Project Title,Project Start Date,Project End Date,Project Intensity,Description: ,Funding Type,Contract Status,Link to Project Folder,Project Synopsis Link,Methodology,Link to Digital Well ( Digital Copy?),Location on shelves (Paper Copy?),Non-public Report Link
212,Completed Project,Municipal Utilities, Electric Utility Service Area Analysis,\N,,Benjamin Winchester,,,Completed,,,,http://digitalcommons.morris.umn.edu/cst/13/,
213,Completed Project,Community Vs. Corporate Wind,\N,,,,Grant Partnership,Completed,,,"Community Support, Data Analysis and Research, Brokering ",,,
214,Completed Project,Employees Survey,\N,,,,External Sale,Completed,,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/11/,,
215,Completed Project,Nutrition Curriculum ,\N,,,The goal of this project was to implement nutrition curriculum for Happy Healthy Me and find correlating activities/energizers/supplemental activities for curriculum and Simply Good Eating and Assisting the community Nutrition Educators with getting supplemental supplies and activities together. ,,Completed,,,"Community Support, Data Analysis and Research ",,,
216,Completed Project,COPC Research Assistant,\N,,,The responsibilities of the student involved in this project included organizing meetings designing websites various other administrative duties. ,Grant,Completed,,,Data Analysis and Research,,,
217,Completed Project,Morris Healthy Eating,\N,,,This project involved working with Events farmers markets and other projects. ,General Funds Partnership ,Completed,,,"Community Support, Data Analysis and Research", 2010 statistical Data,,
218,Completed Project,Morris Housing Project,\N,,,The main objective of this project was for the student involved to work with the COPC Housing Project: assist the Morris Housing Study Project team with research and coordination assist with formation of other project teams.,Grant,Completed,,,"Community Support, Data Analysis and Research",,,
219,Completed Project,Futures Festival ,\N,,,As a part of this project the students involved were to assist with publicity efforts for the festival as well as help to plan the event. ,,Completed,,,"Community Support, Convening",,,
220,Completed Project,COPC School Assistant,\N,,,This project focused on assisting with summarizing the lessons learned from UMMs Service Learnging program's involvemnet with the COPC grant activities and gathering information to show that the activity was valuable and should be carried out in the future.,Grant,Completed,,,Community Support ,,,
221,Completed Project,CST Report Library,\N,,,"Complete the CST report library by developing a new project tracking list, taking inventory of CST reports, and uploading reports to Digital Wells.",grant,Completed,https://drive.google.com/drive/u/1/#folders/0B14UrYEk1sV6a2g5TXo2em90M28/0B14UrYEk1sV6eTBmbVNKTS1rLTA/0B14UrYEk1sV6aURQUFlSY0RFaWM/0B2vTEH7jUNm9OUt2eTJBc2s4eUE,,Internal,,,
222,Completed Project,Pioneer Public Television,\N,,,The goal of this project was to Broaded Educate and sustain rural communities through services that reflect local values. Also updating the Legacy Database and Cable Database.,,Completed,,,Community Support,,,
223,Completed Project,Morris Planning Commission Assistant,\N,,,The goal of this project was to research several topics for futher planning. ,Grant,Completed,,,"Community Support, Data Analysis and Research, Convening  ",,,
224,Completed Project,Historical MN Census,\N,,,Student involved worked with the Data Services Center to enter Census data.,,Completed,,,Data Analysis and Research ,,,
225,Completed Project,Policy Advocacy Sessions ,\N,,,This project concerned two policy advocacy sessions co-hosted by the Center for Small Towns  with the CRA  in Lyons NE which would in part address the whys and hows of contacting elected officials on both the federal and local levels.  The student responsibilities as a part of this project included developing an agenda for a policy advocate sessions and a piece on the federal/Farm Bill, assisting with coordinating events.,,,Completed,,,,
226,Completed Project,Pomme De Terre Foods Assistant,\N,,,The focus of this project was to assist Pomme de Terre Food Co-op to gather marketing distribution information and analyze the information gathered,Alison Hartke,,Completed,,,,,
227,Completed Project,Pomme de Terre River Committee Assistant,\N,,,This project involved working with the Pomme de Terre River committee to help organize and carry out activites and develop a volunteer base.,,Completed,,,Community Support,,,
228,Completed Project,Pomme De Terre Water Assistant,\N,,,This project focused on creating a database of all residents in the six countes of the Pomme de Terre Watershed in order to facilitate mass mailings to affected residents interviews PR materials.,,Completed,,,"Community Support, Data Analysis and Research ",,,
229,Completed Project,Pope County Food Publicity,\N,,,This project involved working with Pope County Foods to continue to expand interest in local foods for Pope County,,Completed,,,Community Support,,,
230,Completed Project,Data Services ,\N,,,Assist with Data Services Projects with CST and the Data Services Center,Grant External Sale,Completed,,,Data Analysis and Research,,,
231,Completed Project,Ortonville Fiberoptic Assistant,\N,,,This project focused on continuing and finishing work with Big Stone County and Brent Olson project about fiber optic technology.,General Funds Partnership ,Completed,,,Community Support,,,
232,Completed Project,Ortonville Granary Publicity Assistant,\N,,,"This project involved creating P.R. matericals updating the methods by which new items are 
ordered connecting the community of Ortonville with the Granary help 
establish connections with Pride of the Prairie and other local food 
organizations.",General Funds Partnership ,Completed,,,Community Support ,,,
233,Completed Project,Ortonville Park Restoration,\N,,,The focus of this project was on creating and designing community awareness materials concerning storm water run off in Central Park to be presented in a grant proposal. ,General Funds Partnership ,Completed,,,Community Support ,,,
234,Completed Project,Global Learning in Technology-Enhanced Local Schools,\N,,,This research project used technology to provide opportunities for students in rural areas to experience language used in print rich environments outside of the classroom. Participants will identified in which technology may be used to build background information increase vocabulary and make text-to-self text-to-text and text-to-world connections that are important in the development of comprehensionand critical thinking skills. The goal was that technology would be used to scaffold reading and writing tasks for rural students as teachers and administrators worked to address local state and national literacy mandates and meet high literacy standards set for all students. ,Grant,Completed,,,"Data Analysis and Research, Brokering",,,
235,Completed Project,Health Care in West Central Minnesota ,\N,,,The objectives of this survey/project were to gain information about the types of area employers currently offering health insurance what types of coverage they were offering whether or not this coverage was in jeoparty and recent trends in premiums. Developed to identify how familiar area health providers were in working with networks whether their viability as a provider has been threatened by recent trends in reimbursements and whether or not they wuold support and be interested in forming an Accountable Provider Network and contact directly with the Healthcare Purchasing Alliance. ,Grant,Completed,,,"Data Analysis and Research, Brokering",,,
236,Completed Project,Pope County Foods Initative Assistant,\N,,,"The goal of this project was for the student involved to assist organization of monthly meetings create & send agenda and draft monthly meeting minutes; recruit producers for montly meetings; 
research local food data for meal events planned for 2010.",General Funds Partnership ,Completed,,,"Community Support, Data Analysis and Research ",,,
237,Completed Project,Pride of the Prairie Resource Booklet,\N,,,The goal of this project was to work with the land stewardship office to update the resource booklet for Pride of the Prairie. ,,Completed,,,Community Support,,,
238,Completed Project,Pope County Fresh,\N,,,The student involved in this project worked as a student leader to promote local foods,Audrey Lesmeister,,Completed,,,,,
239,Completed Project,Pope Soil and Water Conservation District,\N,,,Student responsibilities for this project included the creation of educational materials classroom activities and public information brochures as well as tabling for Pope SWCD at the  Pope County Fair. This project was conducted as a part of the AmeriCorps SIS program. ,Partnership,Completed,,,Community Support ,,,
240,Completed Project,Kandiyohi and Renville Counties Community Health Needs Assessment ,\N,,,This project worked with Kandiyohi and Renville County Public Health to compile a comprehensive health narrative of the region. The narrative explored issues related to various health factors in the region including demographic and economic factors. The final product was used to develop a list of priorities for health issues and initiatives.,External Sale,Completed,https://drive.google.com/a/morris.umn.edu/?tab=mo#folders/0B14UrYEk1sV6UU5pVldEZ3J0WW8,,Data Analysis and Research,,,
241,Completed Project,Project Evaluation Research Assistant ,\N,,,The goal of this project was to Assist to research program evaluation and to assist in the development of program evaluation as one of CSTs deliverables.,,Completed,,,Internal,,,
242,Completed Project,Project Iraq,\N,,,The aim of this project was to help connect Morris 4th graders with troops in Iraq. ,,Completed,,,Community Support,,,
243,Completed Project,Property Assessed Clean Energy (PACE) Research Assistant,\N,,,This project researched Property Assessed Clean Energy (PACE) financing to see if PACE financing could be utilized in Morris. PACE is a financing tool that allows households to make energy upgrades on their home. Homeowners receive 100% financing that is repaid as a property tax assessment for a period up to 20 years.,,Completed,,,Data Analysis and Research ,,,
244,Completed Project,Hoffman Senior Living Housing Assistant,\N,,,Assist the Hoffman EDA researching what other communities have done to develop assisted living facilities with communities that size.  Learning about different senior living models that could benefit the city of Hoffman,Bremer,Completed,,,Community Support,,,
245,Completed Project,Quality of Life though Transportation ,\N,,,In 2005 the executive director of West Central Minnesota Communities Action Inc. worked with the Center for Small towns to conduct a survey of recipients of vehicles purchased through the JumpStart program. The goal of the survey was to assess the impact of the program on the lives of its clients. The JumpStart program works to provide vehicles to low-income families who need a reliable vehicle but lack the disposable income for expensive car repairs or insurance.,,Completed,,,"Data Analysis and Research, Community Support",http://digitalcommons.morris.umn.edu/cst/3/,,
246,Completed Project,Prairie Woods Publicity,\N,,,This project involved working with PWELC to develop a self tour and to create promotional media materials. ,General Funds Partnership ,Completed,,,Community Support,,,
247,Completed Project,Realizing the University-Community Connection,\N,,,,,Completed,,,"Community Support, Brokering",,,
248,Completed Project,Recognizing to Realizing,\N,,,Research Paper with an overview of the elements involved in the implementation of a water/sewer system in small communities with a focus on a small community's need for infrastructure and the difficulties that it faces in trying to develope one. ,,Completed,,,"Data Analysis and Research, Convening, Community Support ",,,
249,Completed Project,Big Stone County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Big Stone County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
250,Completed Project,Housing Costs and Employment,\N,,,Completed in June of 2008 the Housing Costs and Employment Survey report examined the relationship between employment in the city of Morris MN and the cost of housing in the city and in the villages nearby.,Grant,Completed,,,Data Analysis and Research ,http://digitalcommons.morris.umn.edu/cst/19/,,
251,Completed Project,Idea Factory Marketing Study ,\N,,,The goal of this project was to conduct an overall marketing study to aid in determining the feasibility of a Family Entertainment Center being built in Morris. ,Grant,Completed,,,"Data Analysis and Research, Community Support",Stevens County Economic Improvement Comission Inc. ,,
252,Completed Project,Lake Ida Analysis ,\N,,,An Informative communication study based on Lake Ida in Garfield MN aimed toward learning more about how residents around Lake Ida communicate and perceive informatino regarding water quality and invasive spiecies. ,Grant,Completed,,,"Data Analysis and Research, Brokering ",,,
253,Completed Project,Renville Historical Museum ,\N,,,The goal of this project was to create an indexing system for the newspaper microfilm collection give tours research set up displays edit pamphlets and to make booklets and brochures. ,,Completed,,,Community Support ,,,
254,Completed Project,Douglas County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Douglas County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
255,Completed Project,Riverfest Rendezvous- Clean Up the River Environment Event,\N,,,The goal of this project was to help plan and facilitate The Riverfest Rendezvous by working on advertising managing the volunteers and setting up the park. ,,Completed,,,Community Support,,,
256,Completed Project,Latino History Project ,\N,,,The purpose of this study was to document the history of the Latino Experience in the Morris area in the last ten years and to identify the best practices in community building and intercultural awareness. ,Grant,Completed,,,"Data Analysis and Research, Brokering ",,,
257,Completed Project,Local Foods System in Kandiyohi County ,\N,,,This community-based collaborative process will systematically analyze a broad range of local foods initiatives to inform plannin gactions which can occur in environmental health economic and policy settings. ,Grant,Completed,,,"Community Support, Convening ",,,
258,Completed Project,New Minnesotans,\N,,,The final report for a project with the intention of identifying underrepresented ethnic groups who are new residents and to find ways to support these groups and encourage their abilities. ,,Completed,,,"Data Analysis and Research, Community Support ",http://digitalcommons.morris.umn.edu/cst/4/,,
259,Completed Project,Main Street Makeover -Wheaton,\N,,,A faculty fellows project with Michael Eble and the city of Wheaton to help visually update/create more appealing empty storefronts on mainstreet. ,Grant,Completed,,,Community Support ,,,
260,Completed Project,Grant County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Grant County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
261,Completed Project,"Reigniting Community Leadership: Being Bold in the Face of Change
",\N,,,The 2012 symposium and companion event the Leadership Chautauqua focused on the challenges and opportunities in rural leadership development. The symposium included a variety of presentations and panels as well as featured speaker facilitator and rural development expert Luther Snow. The symposium also featured a panel on positive practices in talking about rural places and engaged participants in a series of breakout sessions and conversations surrounding small towns. The symposium encouraged attendees to think about their place in the changing landscapes of small towns and developing their own leadership skills.,General Funds,Completed,,,"Convening, Brokering ",,,
262,Completed Project,Otter Tail Country Tourism Association - Brand-Equity Study,\N,,,This project worked with the Otter Tail Country Tourism Association to develop implement and analyze a tourism branding survey which informed efforts to re-brand Otter Tail County as a place based destination.The Center for Small Towns partnered with University of Minnesota Extension to conduct this study. The results of this survey directly influenced the re-branding of Otter Tail County and the Otter Tail Country Tourism Association.,External Sale,Completed,https://drive.google.com/a/morris.umn.edu/?tab=mo#folders/0B14UrYEk1sV6TkZwUjhfM20wU1E,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/65/,,
263,Completed Project,Rural Indicators,\N,,,This project works with Census data in order to determine the differences between rural and urban areas. ,,Completed,,,Data Analysis and Research,,,
264,Completed Project,Blandin BroadBand Phone Survey,\N,,,As a part of this project students involved conducted a phone survey for the Blandin Broadband project in 11 different communities.,Internal Sale,Completed,,,Data Analysis and Research ,,,
265,Completed Project,Minnesota Valley History and Learning Center - Historical Site Inventory and Website Development,\N,,,This project worked with the Minnesota Valley History and Learning Center to develop an inventory of the historical sites and markers along the Minnesota River Valley. The students then developed a website which hosts the inventory displaying information relating to each historical site/marker and providing an interactive map to help visitors in the region find their way to each site. This project is expected to be completed in May 2014.,Bremer Grant,Completed,https://drive.google.com/drive/u/1/#folders/0B14UrYEk1sV6a2g5TXo2em90M28/0B14UrYEk1sV6eTBmbVNKTS1rLTA/0B14UrYEk1sV6aURQUFlSY0RFaWM/0B14UrYEk1sV6SDdIM0hEYVVHOTg,,"Data Analysis and Research, Community Support ",,,
266,Completed Project,Morris Area Child Care,\N,,,The goal of this project in part is to aid citizens and businesses from Stevens County  in understanding the rural context of child care (as it relates to the Morris Area Child Care Center in particular) and to conduct research to determine the future feasibility of the facility (of the Morris Area Child Care Center) by assessing  market conditions and business structures in rural areas such as Morris. ,Grant,Completed,,,"Data  Analysis, Community Support, Brokering ",,,
267,Completed Project,Rural Arts and Culture Summit,\N,,,In 2013 the Center for Small Towns partnered with Springboard for the Arts to host the Rural Arts and Culture Summit. The event brought rural developers and artists together to learn and discuss how arts and economic development intersect to promote rural communities.,General Funds,Completed,,,Convening,,,
268,Completed Project,Rural Communities Adapting to the New Century,\N,,,The 2004 symposium focused on the unique qualities of small towns and rural areas. The two day symposium featured individuals taking responsibility for creating positive change in communities. Throughout the symposium participants discussed and learned about how rural communities are adapting to current challenges and how the current political framework can be changed to better support small towns. Community projects and their leaders were showcased creating an environment where rural living was celebrated.,General Funds,Completed,,,Convening,,,
269,Completed Project,Ownership of Wind Business,\N,,,The purpose of this project was to update research and publish findings on th edifferential local economic impact of locally-owned vs. corporat-owned wind. ,Grant,Completed,,,"Data Analysis and Research, Brokering, Internal",,,
270,Completed Project,School Bus Routing ,\N,,,The goal of the bus routing project was to obtain current data from school districts and decide if it would be feasible to reduce totall distance travelled by buses from all districts and to design the optimal route for doing so. ,Grant,Completed,,,"Data Analysis and Research, Community Support, Brokering",,,
271,Completed Project,Social Capital Measurement,\N,,,This student involved in this project worked with the Center for Small Towns staff the UMMN Extension personelle and UMM Faculty to research models of Social Network Analysis and social captial measurement. Other responsibilities of the student involve helping to collect and enter surveys prepare analysis of respondents preparing written reports or results completing research on social capital and examining data for evaluation of purpose. ,,Completed,,,"Community Support, Data Analysis and Research",,,
272,Completed Project,Partnership Survey,\N,,,"This project involved survey analysis researching development strategies creating an 
evaluation tool for current and future projects and researching definitionsof sustainability and sustainable development.",Partnership,Completed,,,Data Analysis and Research ,,,
273,Completed Project,Senior Center Publicity Assistant,\N,,,The goals of this project included creating marketing pieces and working on a website and a brochure. ,General Funds Partnership ,Completed,,,Community Support,,,
274,Completed Project,Shaping Our Future,\N,,,The 2005 symposium featured opportunities to learn about and discuss the current political framework surrounding small towns. Participants worked to identify future trends and conditions of rural places and celebrate small towns and rural living. The symposium welcomed a group of rural residents professionals organizers elected officials and other interested members of small towns to join in the two day run of activities. The symposium included a bill of topical speakers discussions breakout sessions and activities that highlighted and explored the unique issues facing small towns.,General Funds,Completed,,,"Convening, Brokering",,,
275,Completed Project,Public Service Motives Research,\N,,,The responsibilities of the student in this project were helping to obtain research on public services motives and related constructs assisting in proofreading manuscripts and helping to clean and recode data.,,Completed,,,Data Analysis and Research,,,
276,Completed Project,Southwest Housing Authority Survey,\N,,,This project involved workign with the SW Housing Authority to create a survey instrument help develop a list of customers to survey and to distribute and collect those surveys.,,Completed,,,Data Analysis and Research ,,,
277,Completed Project,Randy Cantrell Project,\N,,,This project involved providing data analysis and research support to examine depopulation on the plains. ,,Completed,,,Data Analysis and Research,,,
278,Completed Project,Prairie Renaissance Cultural Alliance Publicity Assistant,\N,,,The student involved in this project assisted PRCA to organize activities at PRCA’s Prairie Camp and other related events throughout the summer. Jayce helped to plan a variety of activities for children and adults combining visits to various garden locations with lessons in different types of arts.,Bremer,Completed,https://drive.google.com/drive/#folders/0B14UrYEk1sV6a2g5TXo2em90M28/0B14UrYEk1sV6eTBmbVNKTS1rLTA/0B14UrYEk1sV6R3p5NWFOXzJGTlk/0B9Y7pPQckOspV3JGaE9pM0Q2bTQ,,Community Support,,,
279,Completed Project,Regional Fitness Center Web Design Project,\N,,,The goal of this project was to work on updating an designing websites for the Center for Small Towns and the RFC. ,,Completed,,,"Community Support, Internal ",,,
280,Completed Project,Roger Rose Survey ,\N,,,The responsibility of the student in this project was to work with Roger Rose and assist with the survey helping to prepare and distribute notifications to students in the survey and other tasks that relate to the survey. ,,Completed,,,Data Analysis and Research ,,,
281,Completed Project,Preservation Plan Archive ,\N,,,The goal of this project was to assist the Preservation Plan Campus Committee at the UMM in editing historical photos creating and maintaining a database surveying all campus offices for additional photos.,Grant,Completed,,,Data Analysis and Research,,,
282,Completed Project,Public Access Technology-City of Morris,\N,,,This project worked with the City of Morris to create a plan streamlining the public access channel which operated through a system of DVDs and alarms to schedule programming. Elsen created a plan that eliminated “dead air” with the system and also brings new and focused programming to its viewers.,Carter Partnership Award,Completed,,,Community Support,,,
283,Completed Project,Solar Thermal Panel Process,\N,,,The goal of this project was to create a documentary about the solar thermal panel process. ,Grant,Completed,,,Community Support ,,,
284,Completed Project,Starbuck Chamber of Commerce Assistant,\N,,,This project worked with the Starbuck Chamber of Commerce to create an online directory of local businesses and events. The aim of the project was to create a website for visitors and residents who wished to find information pertaining to events and stores in town. Holten collected and published this information on the website.,,Completed,,,Community Support ,,,
285,Completed Project,Schnider Trucking Survey,\N,,,"The goal of this project was to enter trucking data follow up surveys and make contacts of non-respondants. 
",,Completed,,,Data Analysis and Research,,,
286,Completed Project,Region Five Development Commission,\N,,,The Student responsibilities for this project were to organize and collect data from different spreadsheets and websites make phone calls and send emails. Also researching name contact information and other relevant information as assigned for artists arts organizations historical societies cultural heritage organizations nature centers and local foods organizations and purveyors and the creation of a database for this information. Student also was to conduct research to find models which are examples of creative collaborations between the arts culture history nature/environment and local foods to enhance the economic development and the quality of life for the area's citizens. This project was conducted as a part of the AmeriCorps SIS program. ,Americorps - Students in Service,Completed,,,Community Support,,,
287,Completed Project,Small Towns Fellows Program Assistant,\N,,,This project involved providing support for Dr. Thorson in the Small Towns Fellows program to survey faculty identifying research areas and other logistical support.,,Completed,,,"Data Analysis and Research, Community Support ",,,
288,Completed Project,Rural Housing Research Poject,\N,,,This report compiles the work done during the Rural Housing Policy course at the University of Minnesota Morris by the students and their instructor Professor Greg Thorson. the class reviewed the literature on urban and rural homelessness interviewed local providers of social service programs developed a survey to be administered at regional homeless shelters wrote the Institutional Review Board (IRB) proposal to authorize the administration of the survey administered the survey and analyzed the results.,Grant,Completed,,,Data Analysis and Research ,http://digitalcommons.morris.umn.edu/cst/7/,,
289,Completed Project,Burks Trucking Project,\N,,,The student responsibility in this project was the entering of confidential data into a data base for Professor Burk's Trucking Project,External Sale,Completed,,,Data Analysis and Research ,,,
290,Completed Project,Stevens County Courthouse,\N,,,The goal of this project was to update utility records for section 8 housing program. ,,Completed,,,Community Support ,,,
291,Completed Project,St. Francis Health Services Assistant,\N,,,"This project involved working with Carol Raw a social accountability committee and the 11 
longterm care centers to put in place a SA policy by drafting surveys 
and helping the administration with their SA statements.",General Funds Partnership ,Completed,,,"Community Support, Data Analysis and Research ",,,
292,Completed Project,St. Mary's Photograph Archive,\N,,,The goal of this project was to create a booklet highlighting the history of the school and recognizing the students and teachers who have graced it's halls. Student responsibilities for this project included researching the school's history.,Partnership,Completed,,,Community Support,,,
293,Completed Project,Stevens County Historical Museum Research Assistant,\N,,,This project involved researching the history of Stevens County from 1970 to the present and organizing and synthesizing data. ,,Completed,,,Data Analysis and Research,,,
294,Completed Project,Stevens County Survey and Data,\N,,,The goal of this project was towork with Stevens County Nonprofit group to mail out survey collect survey data put into a powerpoint.,,Completed,,,Data Analysis and Research,,,
295,Completed Project,Sediment Analysis of Lake Waganda,\N,,,This project focused on researching lake Waganda and the surrunding area's history coring methods conducting sediment chemical analysis point counts on core samples and writing a report and creating a Lake inputs map.  ,Partnership,Completed,,,Data Analysis and Research,,,
296,Completed Project,Lac Qui Parle County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Lac Qui Parle County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
297,Completed Project,Store Front Design Project,\N,,,The goal of this project was to assist Hoffman Economic Development Authority in Planning and Developing ideas to help revitalize the appearance of main street design and create the layout to create a fresh new look discuss ways to get others involved.,,Completed,,,Community Support ,,,
298,Completed Project,Stories of Service,\N,,,The goal of this project was to create digital stories about the experience of men and women during WWII.,,Completed,,,Community Support ,,,
299,Completed Project,Someplace Safe Publicity Intern,\N,,,The student involved in this project assisted Drew Israels-Swenson manager of the Someplace Safe Thrift Store with developing a marketing strategy. Someplace Safe is a nonprofit organization working to eliminate domestic violence in west central Minnesota and beyond. Hodson’s task was to create and execute a flexible low-cost marketing strategy for the organization’s Morris store.,CSC,Completed,,,Community Support,,,
300,Completed Project,Midwest Assistance Program,\N,,,The main goal fo this project was for the student involved to assist with statistical summaries of information gather data for reporting requirements research small town water and waste water data compile and report findings,"Luke Vanasse, Josh Mattson, Mofuah Walker-Authur ",,Completed,,,,,
301,Completed Project,Social Enterprise Census,\N,,,A census of social enterprise and cooperatives in rural Minnesota and the Dakotas. ,Grant,Completed,,,Data Analysis and Research,,,
302,Completed Project,"Stevens County Cultural Hub
",\N,,,"The goal of this project was to research organizational structures that a ""cultural hub"" could assume in the Morris area conduct preliminary financial analysis and determine the feasibility of the project and to collect information from local stakeholders; Analyze the Morris Theatre financial and organizational capacities. Another responsibility of the intern hired to work on this project was to help realize partnerships for the 2013 symposium. ",Grant,Completed,,,Data Analysis and Research,,,
303,Completed Project,Extension Survey Data Entry,\N,,,Worked with CST and the Extension to enter survey information into a data base analyze data and create and run reports. ,Internal Sale,Completed,,,"Data Analysis and Research, Brokering",,,
304,Completed Project,Stevens County Data Handbook,\N,,,,Grant,Completed,,,Data Analysis and Research ,,,
305,Completed Project,Solar Thermal Grant Project(s),\N,,,This project involved working with the solar thermal grant with UMM and the RFC on the video for the solar therma project station working on the Solar Thermal Swim Event and generally working on the Solar Thermal Grant helping to gather and create PR material and helping with the information. ,Grant,Completed,,,Community Support,,,
306,Completed Project,Pope County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Pope County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
307,Completed Project,Sustainability Student Engagement Leadership Fellow,\N,,,The goal of this project was to Increase sustainability communications across the campuses amongst  students and to prepare for the next in-person System-wide Sustainability Student Leadership event. This was done by working with the University of Minnesota System-wide Sustainability Committee particularly the student engagement system-wide committee.  ,Partnership,Completed,,,"Convening, Brokering",,,
308,Completed Project,Soutwest Regional Sustainable Development Partnership Local food,\N,,,This project worked with the U of M Southwest Regional Sustainable Development Partnership to promote local foods and agriculture in the area. Johnson was involved in a program that looks to survey local vendors and producers of local foods but will also trying to bring the “Incubator Farms” program to the West Central area. The program helps to give potential farmers the knowledge tools and resources to begin farming and produce local foods for the community.,Internal Sale,Completed,,,Community Support,,,
309,Completed Project,Sustainable Farming Association  Assistant,\N,,,This project involved interviewing faculty and area farmers and planning world care event at UMM.,General Funds Partnership ,Completed,,,"Community Support, Convening  ",,,
310,Completed Project,Swift County Off Road Usability Study ,\N,,,"In the spring of 2012, citizens associated with the Appleton Area Recreation Park contacted the Center for Small Towns at the University of Minnesota, Morris to develop and implement a survey. The purpose of the survey was to collect data from park users relating to the amount of money being spent in Appleton, riders who are staying overnight in the area, and overall satisfaction with the park.",Grant,Completed,,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/71/,,
311,Completed Project,Swift County Publicity Assistant,\N,,,This project involved interviewing and writing on renewable businesses in Swift County.,General Funds Partnership ,Completed,,,Community Support ,,,
312,Completed Project,Symposium on Small Towns,\N,,, 2012 Symposium on Small Towns and Leadership Chautauqua-Reigniting community leadership,"Katelynn Thomas, Jon Braegelman, Josie Kahlenbeck, Johanna Luetmer, Elizabeth Marcus, Mariah (Rilee) Moulton, Mitchell Primus, Alex Thompson ",,Completed,,,Bush Foundation Co-Hosted.,,
313,Completed Project,Tech Team,\N,,,This project was intended to provide website programming for community based organizations including CST Minnesota School Counselors Association Minnesota Master Naturalist Morris Community Education. Assistance was also provided for the developing designing coding and training necessary  to develop the West Central Healthcare Purchasing Alliance Website and to create a website for the Sustainable Farming Association. ,Partnership,Completed,,,Community Support,,,
314,Completed Project,Springboard for the Arts Assistant ,\N,,,The student involved in this project worked with Springboard for the Arts to help archive materials from the Rural Arts and Culture Summit and assist with ongoing communication with constituents during the year. Responsibilities included engaging and supporting RAC summit participants in contributing their presentations onto PlaceStories an online platform that archives presenter stories from the Summit. Swanson also assisted with the content and design of bi-monthly newsletters archived evolution materials meeting minutes and other documents from previous summits and researched the feasibility of future RAC summit strategies including complementary academic programs national convenings emerging leader programs and regional support models.,CSC with community match,Completed,,,Community Support ,,,
315,Completed Project,"The Power of the Small: Building Solution for Energy Self-Reliance
",\N,,,The 2008 symposium focused on learning about and exploring the social economic environmental and political factors that surround small scale food fuel and power systems for schools and local governments. The symposium endeavored to provide solutions for colleges/universities K-12 schools and local governments. The symposium also created avenues for participants to network mentor and seek new educational opportunities.,General Funds,Completed,,,Convening,,,
316,Completed Project,Land Stewardship Project,\N,,,This project involved taking notes data entry analysis research compiling data creating questions interviews and bringing ideas to project.,,Completed,,,Data Analysis and Research,,,
317,Completed Project,Stevens County 4-H Summer Assistant ,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Stevens County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
318,Completed Project,Spare Key Project: Network and Resource Assessment,\N,,,After the conduction of a survey this project sucessfully identified hospitals which may yield refferals through social services therapy services and discharged and follow up patients. Hospital networks and associations were also identified in order to track likely referrals of patients from higher care level pediatric facilities to local community hospitals. Other referral resource suggestions also were gathered.,Grant,Completed,,,"Data Analysis and Research, Community Support",,,
319,Completed Project,U-Lead and U-Facilitate Extension Projects,\N,,,This project involved students helping to reformat and develop program surveys for the U-Lead and U-Facilitate Extension projects as well as assisting with the Analysis of surveys from completed projects and workshops. ,,Completed,,,Data Analysis and Research ,,,
320,Completed Project,U.S Fish and Wild Life Oral History,\N,,,The goal fo this project was to work with US Fish and Wildlife to interview the elderly about their memories of local wildlife and land use practices. ,,Completed,,,"Data Analysis and Research, Community Support ",,,
321,Completed Project,Starbuck website,\N,,,Assist the Chamber members to understand how Social media could benefit them assit with the development of Social media for the chamber members assist with the development of the content for chamber website and chamber members ,"Bremer, FWS",Completed,,,Community Support,,,
322,Completed Project,UMM Bike Share Program,\N,,,This project involved working with the UMM Bike Share and Safe Routes to Schools Programs. ,,Completed,,,Community Support,,,
323,Completed Project,State wide Health Improvement Program Grant Assessment: Todd Morrison and Wadena Counties ,\N,,,Student responsibilities in this project included extracting qualitative and quantitative data from previously transcribed interviews and identifying which pieces of data need to be included in preliminary reports. The overall goal of the project was to assess and evaluate the effectiveness and impact  of SHIP mini-grant funded projects on public health in Todd Morrison and Wadena counties. ,Grant,Completed,,,"Data Analysis and Research, Community Support, Brokering",SHIP Grant,,
